"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"970","P32152","FRVR_ECOLI","reviewed","Putative frv operon regulatory protein [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]","frvR yiiH b3897 JW3868","Escherichia coli (strain K12)",582,"2.7.1.-","948389;","ecj:JW3868;eco:b3897;",NA,NA,"NP_418333.1;WP_000931299.1;",NA,"DNA binding [GO:0003677]; kinase activity [GO:0016301]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0006351; GO:0016301",NA,"","GO:0003677 GO:0006351 GO:0016301"
"971","P32669","FSAB_ECOLI","reviewed","Fructose-6-phosphate aldolase 2 (EC 4.1.2.-) (Fructose-6-phosphate aldolase B) (FSAB)","fsaB talC yijG b3946 JW3918","Escherichia coli (strain K12)",220,"4.1.2.-","948439;","ecj:JW3918;eco:b3946;",NA,NA,"NP_418381.1;WP_000424840.1;",NA,"cytoplasm [GO:0005737]; fructose 6-phosphate aldolase activity [GO:0097023]; fructose metabolic process [GO:0006000]","GO:0005737; GO:0006000; GO:0097023",NA,"","GO:0005737 GO:0006000 GO:0097023"
"972","P0A9A6","FTSZ_ECOLI","reviewed","Cell division protein FtsZ","ftsZ sfiB sulB b0095 JW0093","Escherichia coli (strain K12)",383,"","944786;","ecj:JW0093;eco:b0095;",NA,NA,"NP_414637.1;WP_000462776.1;",NA,"cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; cell division [GO:0051301]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]","GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0042802; GO:0043093; GO:0051258; GO:0051301",NA,"Itself; P76364; P0A6H1; P0ABH0; P0A9R7; P0A9X4; P36979; P75862; P36680; P77173","GO:0000917 GO:0003924 GO:0005525 GO:0005737 GO:0032153 GO:0042802 GO:0043093 GO:0051258 GO:0051301"
"973","P37639","GADX_ECOLI","reviewed","HTH-type transcriptional regulator GadX","gadX yhiX b3516 JW3484","Escherichia coli (strain K12)",274,"","948028;","ecj:JW3484;eco:b3516;",NA,NA,"NP_417973.1;WP_001191059.1;",NA,"bacterial-type proximal promoter sequence-specific DNA binding [GO:0000986]; transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding [GO:0001140]; cellular response to DNA damage stimulus [GO:0006974]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]","GO:0000986; GO:0001140; GO:0006351; GO:0006974; GO:0045893",NA,"","GO:0000986 GO:0001140 GO:0006351 GO:0006974 GO:0045893"
"974","P63204","GADE_ECOLI","reviewed","Transcriptional regulator GadE","gadE yhiE yhiT b3512 JW3480","Escherichia coli (strain K12)",175,"","948023;","ecj:JW3480;eco:b3512;",NA,NA,"NP_417969.1;WP_000576690.1;",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","GO:0003677; GO:0006355",NA,"","GO:0003677 GO:0006355"
"975","P09148","GAL7_ECOLI","reviewed","Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)","galT galB b0758 JW0741","Escherichia coli (strain K12)",348,"2.7.7.12","945357;","ecj:JW0741;eco:b0758;",NA,NA,"NP_415279.1;WP_000191497.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; ferrous iron binding [GO:0008198]; galactokinase activity [GO:0004335]; UDP-glucose:hexose-1-phosphate uridylyltransferase activity [GO:0008108]; zinc ion binding [GO:0008270]; galactose catabolic process via UDP-galactose [GO:0033499]","GO:0004335; GO:0005737; GO:0005829; GO:0008108; GO:0008198; GO:0008270; GO:0033499",NA,"","GO:0004335 GO:0005737 GO:0005829 GO:0008108 GO:0008198 GO:0008270 GO:0033499"
"976","P0AA80","GARP_ECOLI","reviewed","Probable galactarate transporter (D-galactarate permease)","garP yhaU b3127 JW3096","Escherichia coli (strain K12)",444,"","947642;","ecj:JW3096;eco:b3127;",NA,NA,"NP_417596.1;WP_000599636.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857",NA,"","GO:0005886 GO:0016021 GO:0022857"
"977","P03024","GALR_ECOLI","reviewed","HTH-type transcriptional regulator GalR (Galactose operon repressor)","galR b2837 JW2805","Escherichia coli (strain K12)",343,"","947314;","ecj:JW2805;eco:b2837;",NA,NA,"NP_417314.1;WP_000201063.1;",NA,"DNA binding [GO:0003677]; identical protein binding [GO:0042802]; galactose metabolic process [GO:0006012]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0006012; GO:0006351; GO:0006355; GO:0042802",NA,"Itself; P25748","GO:0003677 GO:0006012 GO:0006351 GO:0006355 GO:0042802"
"978","P0AEL6","FEPB_ECOLI","reviewed","Ferrienterobactin-binding periplasmic protein","fepB b0592 JW0584","Escherichia coli (strain K12)",318,"","947538;","ecj:JW0584;eco:b0592;",NA,NA,"NP_415124.1;WP_001234311.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; cellular response to DNA damage stimulus [GO:0006974]; ferric-enterobactin import into cell [GO:0015685]","GO:0006974; GO:0015685; GO:0030288",NA,"","GO:0006974 GO:0015685 GO:0030288"
"979","P0AEL8","FIMZ_ECOLI","reviewed","Fimbriae Z protein","fimZ ybcA b0535 JW5073","Escherichia coli (strain K12)",210,"","947079;","ecj:JW5073;eco:b0535;",NA,NA,"NP_415068.1;WP_000805428.1;",NA,"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0005737; GO:0006355",NA,"","GO:0000160 GO:0003677 GO:0005737 GO:0006355"
"980","P30130","FIMD_ECOLI","reviewed","Outer membrane usher protein FimD","fimD b4317 JW5780","Escherichia coli (strain K12)",878,"","948844;","ecj:JW5780;eco:b4317;",NA,NA,"NP_418737.1;WP_000121005.1;",NA,"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; fimbrial usher porin activity [GO:0015473]; pilus assembly [GO:0009297]","GO:0009279; GO:0009297; GO:0015473; GO:0016021",NA,"P31697","GO:0009279 GO:0009297 GO:0015473 GO:0016021"
"981","P08189","FIMF_ECOLI","reviewed","Protein FimF","fimF b4318 JW4281","Escherichia coli (strain K12)",176,"","948845;","ecj:JW4281;eco:b4318;",NA,NA,"NP_418738.1;WP_001244827.1;",NA,"pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]","GO:0007155; GO:0009289; GO:0043709; GO:0043711",NA,"","GO:0007155 GO:0009289 GO:0043709 GO:0043711"
"982","P08190","FIMG_ECOLI","reviewed","Protein FimG","fimG b4319 JW4282","Escherichia coli (strain K12)",167,"","948846;","ecj:JW4282;eco:b4319;",NA,NA,"NP_418739.1;WP_000870592.1;",NA,"pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]","GO:0007155; GO:0009289; GO:0043709; GO:0043711",NA,"P31697","GO:0007155 GO:0009289 GO:0043709 GO:0043711"
"983","P08191","FIMH_ECOLI","reviewed","Type 1 fimbrin D-mannose specific adhesin (Protein FimH)","fimH b4320 JW4283","Escherichia coli (strain K12)",300,"","948847;","ecj:JW4283;eco:b4320;",NA,NA,"NP_418740.1;WP_000832247.1;",NA,"host cell membrane [GO:0033644]; pilus [GO:0009289]; mannose binding [GO:0005537]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]","GO:0005537; GO:0007155; GO:0009289; GO:0033644; GO:0043709; GO:0043711",NA,"P31697; O00322","GO:0005537 GO:0007155 GO:0009289 GO:0033644 GO:0043709 GO:0043711"
"984","P39264","FIMI_ECOLI","reviewed","Fimbrin-like protein FimI","fimI b4315 JW5779","Escherichia coli (strain K12)",179,"","948841;","ecj:JW5779;eco:b4315;",NA,NA,"NP_418735.2;WP_000824114.1;",NA,"pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus assembly [GO:0009297]; pilus organization [GO:0043711]","GO:0007155; GO:0009289; GO:0009297; GO:0043709; GO:0043711",NA,"","GO:0007155 GO:0009289 GO:0009297 GO:0043709 GO:0043711"
"985","P75942","FLGJ_ECOLI","reviewed","Peptidoglycan hydrolase FlgJ (EC 3.2.1.-) (Muramidase FlgJ)","flgJ fla FX flaZ b1081 JW1068","Escherichia coli (strain K12)",313,"3.2.1.-","947456;","ecj:JW1068;eco:b1081;",NA,NA,"NP_415599.1;WP_001295441.1;",NA,"periplasmic space [GO:0042597]; amidase activity [GO:0004040]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent cell motility [GO:0071973]; cell wall organization [GO:0071555]; metabolic process [GO:0008152]","GO:0004040; GO:0008152; GO:0016798; GO:0042597; GO:0044780; GO:0071555; GO:0071973",NA,"","GO:0004040 GO:0008152 GO:0016798 GO:0042597 GO:0044780 GO:0071555 GO:0071973"
"986","P05523","FPG_ECOLI","reviewed","Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)","mutM fpg b3635 JW3610","Escherichia coli (strain K12)",269,"3.2.2.23; 4.2.99.18","946765;","ecj:JW3610;eco:b3635;",NA,NA,"NP_418092.1;WP_001114543.1;",NA,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair [GO:0006289]","GO:0000703; GO:0003684; GO:0003906; GO:0004519; GO:0006284; GO:0006285; GO:0006289; GO:0006974; GO:0008270; GO:0008534; GO:0019104; GO:0034039; GO:0046872; GO:0140078",NA,"","GO:0000703 GO:0003684 GO:0003906 GO:0004519 GO:0006284 GO:0006285 GO:0006289 GO:0006974 GO:0008270 GO:0008534 GO:0019104 GO:0034039 GO:0046872 GO:0140078"
"987","P67910","HLDD_ECOLI","reviewed","ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)","hldD htrM rfaD waaD b3619 JW3594","Escherichia coli (strain K12)",310,"5.1.3.20","948134;","ecj:JW3594;eco:b3619;",NA,NA,"NP_418076.1;WP_000587764.1;",NA,"cytosol [GO:0005829]; membrane [GO:0016020]; ADP-glyceromanno-heptose 6-epimerase activity [GO:0008712]; NADP+ binding [GO:0070401]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; lipopolysaccharide core region biosynthetic process [GO:0009244]","GO:0005829; GO:0008712; GO:0009244; GO:0016020; GO:0070401; GO:0097171",NA,"P16528; P62617; P0ABU0; P25534; P0A8C1","GO:0005829 GO:0008712 GO:0009244 GO:0016020 GO:0070401 GO:0097171"
"988","P52067","FSR_ECOLI","reviewed","Fosmidomycin resistance protein","fsr b0479 JW0468","Escherichia coli (strain K12)",406,"","945119;","ecj:JW0468;eco:b0479;",NA,NA,"NP_415012.1;WP_001251608.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cellular response to DNA damage stimulus [GO:0006974]; response to antibiotic [GO:0046677]; transmembrane transport [GO:0055085]","GO:0005886; GO:0006974; GO:0016021; GO:0046677; GO:0055085",NA,"","GO:0005886 GO:0006974 GO:0016021 GO:0046677 GO:0055085"
"989","P0A9A2","FTNB_ECOLI","reviewed","Bacterial non-heme ferritin-like protein","ftnB yecI b1902 JW1890","Escherichia coli (strain K12)",167,"","946407;","ecj:JW1890;eco:b1902;",NA,NA,"NP_416415.1;WP_000179469.1;",NA,"cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; cellular response to DNA damage stimulus [GO:0006974]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]; response to hypoxia [GO:0001666]; response to nitrosative stress [GO:0051409]; response to oxidative stress [GO:0006979]","GO:0001666; GO:0004322; GO:0005506; GO:0005576; GO:0005618; GO:0005737; GO:0005829; GO:0005886; GO:0006826; GO:0006880; GO:0006974; GO:0006979; GO:0008198; GO:0008199; GO:0042802; GO:0051409",NA,"","GO:0001666 GO:0004322 GO:0005506 GO:0005576 GO:0005618 GO:0005737 GO:0005829 GO:0005886 GO:0006826 GO:0006880 GO:0006974 GO:0006979 GO:0008198 GO:0008199 GO:0042802 GO:0051409"
"990","P29131","FTSN_ECOLI","reviewed","Cell division protein FtsN","ftsN msgA b3933 JW3904","Escherichia coli (strain K12)",319,"","948428;","ecj:JW3904;eco:b3933;",NA,NA,"NP_418368.1;WP_000068828.1;",NA,"cell division site [GO:0032153]; cell septum [GO:0030428]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; peptidoglycan binding [GO:0042834]; cell division [GO:0051301]; cytokinetic process [GO:0032506]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]","GO:0000917; GO:0005886; GO:0005887; GO:0030428; GO:0032153; GO:0032506; GO:0042834; GO:0043093; GO:0051301",NA,"P56976; P0ABH0; P0AD68; P06136; P0ABG4; P02919","GO:0000917 GO:0005886 GO:0005887 GO:0030428 GO:0032153 GO:0032506 GO:0042834 GO:0043093 GO:0051301"
"991","P0AAE5","ARCD_ECOLI","reviewed","Putative arginine/ornithine antiporter","ydgI b1605 JW1597","Escherichia coli (strain K12)",460,"","945159;","ecj:JW1597;eco:b1605;",NA,NA,"NP_416122.1;WP_000412379.1;",NA,"integral component of plasma membrane [GO:0005887]; antiporter activity [GO:0015297]; amino acid transport [GO:0006865]","GO:0005887; GO:0006865; GO:0015297",NA,"","GO:0005887 GO:0006865 GO:0015297"
"992","P0A6D0","ARGR_ECOLI","reviewed","Arginine repressor","argR xerA b3237 JW3206","Escherichia coli (strain K12)",156,"","947861;","ecj:JW3206;eco:b3237;",NA,NA,"NP_417704.1;WP_001257846.1;",NA,"cytoplasm [GO:0005737]; arginine binding [GO:0034618]; bacterial-type proximal promoter sequence-specific DNA binding [GO:0000986]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; arginine biosynthetic process [GO:0006526]; negative regulation of DNA-templated transcription, initiation [GO:2000143]; plasmid recombination [GO:0042150]; positive regulation of DNA-templated transcription, initiation [GO:2000144]; protein hexamerization [GO:0034214]; regulation of arginine biosynthetic process [GO:1900079]; regulation of arginine catabolic process [GO:1900081]","GO:0000986; GO:0003700; GO:0005737; GO:0006526; GO:0034214; GO:0034618; GO:0042150; GO:0042802; GO:1900079; GO:1900081; GO:2000143; GO:2000144",NA,"","GO:0000986 GO:0003700 GO:0005737 GO:0006526 GO:0034214 GO:0034618 GO:0042150 GO:0042802 GO:1900079 GO:1900081 GO:2000143 GO:2000144"
"993","P27254","ARGK_ECOLI","reviewed","GTPase ArgK (EC 3.6.5.-) (G-protein chaperone)","argK ygfD b2918 JW2885","Escherichia coli (strain K12)",331,"3.6.5.-","947412;","ecj:JW2885;eco:b2918;",NA,NA,"NP_417393.1;WP_000606525.1;",NA,"ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]","GO:0003924; GO:0005524; GO:0005525",NA,"","GO:0003924 GO:0005524 GO:0005525"
"994","P31801","CHAA_ECOLI","reviewed","Sodium-potassium/proton antiporter ChaA (Na(+)/H(+) exchanger)","chaA b1216 JW1207","Escherichia coli (strain K12)",366,"","945790;","ecj:JW1207;eco:b1216;",NA,NA,"NP_415734.1;WP_000063607.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]; cellular potassium ion homeostasis [GO:0030007]; cellular sodium ion homeostasis [GO:0006883]; sodium ion transport [GO:0006814]","GO:0005886; GO:0005887; GO:0006814; GO:0006883; GO:0015385; GO:0015386; GO:0030007",NA,"","GO:0005886 GO:0005887 GO:0006814 GO:0006883 GO:0015385 GO:0015386 GO:0030007"
"995","P17411","CHBF_ECOLI","reviewed","6-phospho-beta-glucosidase (EC 3.2.1.86) (Cellobiose-6-phosphate hydrolase) (Phospho-chitobiase)","chbF celF ydjD b1734 JW1723","Escherichia coli (strain K12)",450,"3.2.1.86","946266;","ecj:JW1723;eco:b1734;",NA,NA,"NP_416248.1;WP_000078765.1;",NA,"6-phospho-beta-glucosidase activity [GO:0008706]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0008706; GO:0016616; GO:0042802; GO:0046872; GO:0103047",NA,"","GO:0005975 GO:0008706 GO:0016616 GO:0042802 GO:0046872 GO:0103047"
"996","P75733","CHIP_ECOLI","reviewed","Chitoporin (ChiP-III)","chiP ybfM b0681 JW0667","Escherichia coli (strain K12)",468,"","945296;","ecj:JW0667;eco:b0681;",NA,NA,"NP_415207.1;WP_001258819.1;",NA,"integral component of cell outer membrane [GO:0045203]; pore complex [GO:0046930]; porin activity [GO:0015288]; substrate-specific channel activity [GO:0022838]; diacetylchitobiose metabolic process [GO:0052778]; ion transport [GO:0006811]; oligosaccharide transport [GO:0015772]; polysaccharide transport [GO:0015774]","GO:0006811; GO:0015288; GO:0015772; GO:0015774; GO:0022838; GO:0045203; GO:0046930; GO:0052778",NA,"","GO:0006811 GO:0015288 GO:0015772 GO:0015774 GO:0022838 GO:0045203 GO:0046930 GO:0052778"
"997","P39163","CHAC_ECOLI","reviewed","Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.7) (Cation transport regulatory protein ChaC)","chaC b1218 JW1209","Escherichia coli (strain K12)",231,"4.3.2.7","945793;","ecj:JW1209;eco:b1218;",NA,NA,"NP_415736.2;WP_001336325.1;",NA,"cytoplasm [GO:0005737]; gamma-glutamylcyclotransferase activity [GO:0003839]; glutathione specific gamma-glutamylcyclotransferase activity [GO:0061928]; bacterial-type flagellum-dependent cell motility [GO:0071973]; glutathione catabolic process [GO:0006751]","GO:0003839; GO:0005737; GO:0006751; GO:0061928; GO:0071973",NA,"","GO:0003839 GO:0005737 GO:0006751 GO:0061928 GO:0071973"
"998","P77398","ARNA_ECOLI","reviewed","Bifunctional polymyxin resistance protein ArnA (Polymyxin resistance protein PmrI) [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]","arnA pmrI yfbG b2255 JW2249","Escherichia coli (strain K12)",660,"2.1.2.13; 1.1.1.305","947683;","ecj:JW2249;eco:b2255;",NA,NA,"NP_416758.1;WP_000860273.1;",NA,"identical protein binding [GO:0042802]; NAD+ binding [GO:0070403]; UDP-4-amino-4-deoxy-L-arabinose formyltransferase activity [GO:0099619]; UDP-glucuronate decarboxylase activity [GO:0048040]; UDP-glucuronic acid dehydrogenase activity [GO:0099618]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; protein hexamerization [GO:0034214]; response to antibiotic [GO:0046677]; UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process [GO:2001315]; UDP-D-xylose biosynthetic process [GO:0033320]","GO:0009103; GO:0009245; GO:0033320; GO:0034214; GO:0042802; GO:0046677; GO:0048040; GO:0070403; GO:0099618; GO:0099619; GO:2001315",NA,"Itself; P76092","GO:0009103 GO:0009245 GO:0033320 GO:0034214 GO:0042802 GO:0046677 GO:0048040 GO:0070403 GO:0099618 GO:0099619 GO:2001315"
"999","P76472","ARND_ECOLI","reviewed","Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)","arnD pmrJ yfbH b2256 JW2250","Escherichia coli (strain K12)",296,"3.5.1.n3","945334;","ecj:JW2250;eco:b2256;",NA,NA,"NP_416759.1;WP_000169728.1;",NA,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]; response to iron(III) ion [GO:0010041]","GO:0009103; GO:0009245; GO:0010041; GO:0016811; GO:0036108; GO:0046677",NA,"","GO:0009103 GO:0009245 GO:0010041 GO:0016811 GO:0036108 GO:0046677"
