"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"34","Q9HWX6","NUSB_PSEAE","reviewed","Transcription antitermination protein NusB (Antitermination factor NusB)","nusB PA4052","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",159,"","878643;","pae:PA4052;",NA,NA,"NP_252741.1;WP_003093308.1;",NA,"RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; transcription antitermination [GO:0031564]","GO:0003723; GO:0006353; GO:0031564",NA,"","GO:0003723 GO:0006353 GO:0031564"
"35","Q9HWC4","NUSG_PSEAE","reviewed","Transcription termination/antitermination protein NusG","nusG PA4275","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",177,"","881693;","pae:PA4275;",NA,NA,"NP_252965.1;WP_003108028.1;",NA,"cytosol [GO:0005829]; DNA-templated transcription, elongation [GO:0006354]; DNA-templated transcription, termination [GO:0006353]; regulation of DNA-templated transcription, elongation [GO:0032784]; transcription antitermination [GO:0031564]","GO:0005829; GO:0006353; GO:0006354; GO:0031564; GO:0032784",NA,"","GO:0005829 GO:0006353 GO:0006354 GO:0031564 GO:0032784"
"36","Q9I1M0","ODB2_PSEAE","reviewed","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)","bkdB PA2249","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",428,"2.3.1.168","880679;","pae:PA2249;",NA,NA,"NP_250939.1;WP_003113728.1;",NA,"cytoplasm [GO:0005737]; acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]; glycolytic process [GO:0006096]","GO:0005737; GO:0006096; GO:0016407; GO:0031405; GO:0043754",NA,"","GO:0005737 GO:0006096 GO:0016407 GO:0031405 GO:0043754"
"37","Q9HTZ7","PCKA_PSEAE","reviewed","Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)","pckA PA5192","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",513,"4.1.1.49","879312;","pae:PA5192;",NA,NA,"NP_253879.1;WP_003100068.1;",NA,"cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoenolpyruvate carboxykinase (ATP) activity [GO:0004612]; gluconeogenesis [GO:0006094]","GO:0004612; GO:0005524; GO:0005829; GO:0006094; GO:0046872",NA,"","GO:0004612 GO:0005524 GO:0005829 GO:0006094 GO:0046872"
"38","P72161","PBP5_PSEAE","reviewed","D-alanyl-D-alanine endopeptidase (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 5) (PBP-5)","pbpG PA0869","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",310,"3.4.21.-","877694;","pae:PA0869;",NA,NA,"NP_249560.1;WP_003114239.1;",NA,"periplasmic space [GO:0042597]; endopeptidase activity [GO:0004175]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0004175; GO:0008360; GO:0009002; GO:0009252; GO:0042597; GO:0071555",NA,"","GO:0004175 GO:0008360 GO:0009002 GO:0009252 GO:0042597 GO:0071555"
"39","Q9HW91","PCTB_PSEAE","reviewed","Methyl-accepting chemotaxis protein PctB","pctB PA4310","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",629,"","881566;","pae:PA4310;",NA,NA,"NP_253000.1;WP_003148126.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid binding [GO:0016597]; chemotaxis [GO:0006935]; response to amino acid [GO:0043200]; signal transduction [GO:0007165]","GO:0005886; GO:0006935; GO:0007165; GO:0016021; GO:0016597; GO:0043200",NA,"","GO:0005886 GO:0006935 GO:0007165 GO:0016021 GO:0016597 GO:0043200"
"40","Q9I0J3","NUOJ_PSEAE","reviewed","NADH-quinone oxidoreductase subunit J (EC 7.1.1.-) (NADH dehydrogenase I subunit J) (NDH-1 subunit J)","nuoJ PA2645","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",166,"7.1.1.-","882354;","pae:PA2645;",NA,NA,"NP_251335.1;WP_003090473.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]","GO:0005886; GO:0008137; GO:0016021; GO:0048038",NA,"","GO:0005886 GO:0008137 GO:0016021 GO:0048038"
"41","G3XDA8","PSTS_PSEAE","reviewed","Phosphate-binding protein PstS","pstS PA5369","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",323,"","880528;","pae:PA5369;",NA,NA,"NP_254056.1;WP_003096673.1;",NA,"extracellular region [GO:0005576]; periplasmic space [GO:0042597]; phosphate ion binding [GO:0042301]; cell adhesion [GO:0007155]; pathogenesis [GO:0009405]; phosphate ion transport [GO:0006817]; single-species biofilm formation [GO:0044010]","GO:0005576; GO:0006817; GO:0007155; GO:0009405; GO:0042301; GO:0042597; GO:0044010",NA,"","GO:0005576 GO:0006817 GO:0007155 GO:0009405 GO:0042301 GO:0042597 GO:0044010"
"42","Q9I5A5","PTA_PSEAE","reviewed","Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)","pta PA0835","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",704,"2.3.1.8","882123;","pae:PA0835;",NA,NA,"NP_249526.1;WP_003114221.1;",NA,"cytoplasm [GO:0005737]; phosphate acetyltransferase activity [GO:0008959]; acetyl-CoA biosynthetic process [GO:0006085]","GO:0005737; GO:0006085; GO:0008959",NA,"","GO:0005737 GO:0006085 GO:0008959"
"43","Q9HZM3","LPXK_PSEAE","reviewed","Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)","lpxK PA2981","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",332,"2.7.1.130","880503;","pae:PA2981;",NA,NA,"NP_251671.1;WP_003091159.1;",NA,"plasma membrane [GO:0005886]; ATP binding [GO:0005524]; tetraacyldisaccharide 4'-kinase activity [GO:0009029]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide core region biosynthetic process [GO:0009244]","GO:0005524; GO:0005886; GO:0009029; GO:0009244; GO:0009245",NA,"","GO:0005524 GO:0005886 GO:0009029 GO:0009244 GO:0009245"
"44","Q9HVM5","LSPA_PSEAE","reviewed","Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)","lspA ls PA4559","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",169,"3.4.23.36","877620;","pae:PA4559;",NA,NA,"NP_253249.1;WP_003112823.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; signal peptide processing [GO:0006465]","GO:0004190; GO:0005886; GO:0006465; GO:0016021",NA,"","GO:0004190 GO:0005886 GO:0006465 GO:0016021"
"45","Q9HX21","NADD_PSEAE","reviewed","Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)","nadD PA4006","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",214,"2.7.7.18","878969;","pae:PA4006;",NA,NA,"NP_252695.1;WP_003093199.1;",NA,"ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]","GO:0000309; GO:0004515; GO:0005524; GO:0034628",NA,"","GO:0000309 GO:0004515 GO:0005524 GO:0034628"
"46","Q9HZM7","MURB_PSEAE","reviewed","UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)","murB PA2977","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",339,"1.3.1.98","880517;","pae:PA2977;",NA,NA,"NP_251667.1;WP_003106928.1;",NA,"cytoplasm [GO:0005737]; FAD binding [GO:0071949]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005737; GO:0007049; GO:0008360; GO:0008762; GO:0009252; GO:0051301; GO:0071555; GO:0071949",NA,"","GO:0005737 GO:0007049 GO:0008360 GO:0008762 GO:0009252 GO:0051301 GO:0071555 GO:0071949"
"47","Q9HW02","MURC_PSEAE","reviewed","UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)","murC PA4411","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",480,"6.3.2.8","881283;","pae:PA4411;",NA,NA,"NP_253101.1;WP_003094121.1;",NA,"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0051301; GO:0071555",NA,"","GO:0005524 GO:0005737 GO:0007049 GO:0008360 GO:0008763 GO:0009252 GO:0051301 GO:0071555"
"48","Q9HVZ9","MURD_PSEAE","reviewed","UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)","murD PA4414","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",448,"6.3.2.9","881268;","pae:PA4414;",NA,NA,"NP_253104.1;WP_003103104.1;",NA,"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008764; GO:0009252; GO:0051301; GO:0071555",NA,"","GO:0005524 GO:0005737 GO:0007049 GO:0008360 GO:0008764 GO:0009252 GO:0051301 GO:0071555"
"49","P57665","ORN_PSEAE","reviewed","Oligoribonuclease (EC 3.1.-.-)","orn PA4951","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",180,"3.1.-.-","878205;","pae:PA4951;",NA,NA,"NP_253638.1;WP_003095671.1;",NA,"cytoplasm [GO:0005737]; 3'-5'-exoribonuclease activity [GO:0000175]; nucleic acid binding [GO:0003676]; 3',5'-cyclic diguanylic acid metabolic process [GO:0052653]","GO:0000175; GO:0003676; GO:0005737; GO:0052653",NA,"","GO:0000175 GO:0003676 GO:0005737 GO:0052653"
"50","Q9I5U0","MURU_PSEAE","reviewed","N-acetylmuramate alpha-1-phosphate uridylyltransferase (MurNAc-1P uridylyltransferase) (MurNAc-alpha-1P uridylyltransferase) (EC 2.7.7.99)","murU PA0597","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",224,"2.7.7.99","878173;","pae:PA0597;",NA,NA,"NP_249288.1;WP_003099549.1;",NA,"metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan turnover [GO:0009254]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]","GO:0005975; GO:0008360; GO:0009252; GO:0009254; GO:0016779; GO:0046677; GO:0046872; GO:0071555",NA,"","GO:0005975 GO:0008360 GO:0009252 GO:0009254 GO:0016779 GO:0046677 GO:0046872 GO:0071555"
"51","P38107","MUCA_PSEAE","reviewed","Sigma factor AlgU negative regulatory protein","mucA PA0763","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",194,"","879357;","pae:PA0763;",NA,NA,"NP_249454.1;WP_003101958.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sigma factor antagonist activity [GO:0016989]; alginic acid biosynthetic process [GO:0042121]; regulation of polysaccharide biosynthetic process [GO:0032885]","GO:0005886; GO:0016021; GO:0016989; GO:0032885; GO:0042121",NA,"Q9HVX1; P38108","GO:0005886 GO:0016021 GO:0016989 GO:0032885 GO:0042121"
"52","P38108","MUCB_PSEAE","reviewed","Sigma factor AlgU regulatory protein MucB","mucB algN PA0764","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",316,"","882064;","pae:PA0764;",NA,NA,"NP_249455.1;WP_003101960.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; antisigma factor binding [GO:0045152]; alginic acid biosynthetic process [GO:0042121]; regulation of polysaccharide biosynthetic process [GO:0032885]","GO:0030288; GO:0032885; GO:0042121; GO:0045152",NA,"P38107","GO:0030288 GO:0032885 GO:0042121 GO:0045152"
"53","Q01602","OPDE_PSEAE","reviewed","Transcription regulatory protein OpdE","opdE PA2219","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",402,"","878599;","pae:PA2219;",NA,NA,"NP_250909.1;WP_003113706.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0016021 GO:0055085"
"54","Q9HW01","MURG_PSEAE","reviewed","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)","murG PA4412","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",357,"2.4.1.227","881264;","pae:PA4412;",NA,NA,"NP_253102.1;WP_003103107.1;",NA,"plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555",NA,"","GO:0005886 GO:0005975 GO:0007049 GO:0008360 GO:0009252 GO:0030259 GO:0050511 GO:0051301 GO:0051991 GO:0071555"
"55","Q9I2N4","MODC_PSEAE","reviewed","Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)","modC PA1861","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",361,"7.3.2.5","882019;","pae:PA1861;",NA,NA,"NP_250552.1;WP_003098212.1;",NA,"plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled molybdate transmembrane transporter activity [GO:0015412]; molybdenum ion transmembrane transporter activity [GO:0042888]","GO:0005524; GO:0005886; GO:0015412; GO:0042888",NA,"","GO:0005524 GO:0005886 GO:0015412 GO:0042888"
"56","Q9HZK1","MTIP_PSEAE","reviewed","S-methyl-5'-thioinosine phosphorylase (EC 2.4.2.44) (5'-methylthioinosine phosphorylase) (MTI phosphorylase) (MTIP)","PA3004","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",245,"2.4.2.44","880215;","pae:PA3004;",NA,NA,"NP_251694.1;WP_003091193.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]","GO:0005737; GO:0005829; GO:0006166; GO:0017061; GO:0019509",NA,"","GO:0005737 GO:0005829 GO:0006166 GO:0017061 GO:0019509"
"57","Q9HT07","MNME_PSEAE","reviewed","tRNA modification GTPase MnmE (EC 3.6.-.-)","mnmE trmE PA5567","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",455,"3.6.-.-","878126;","pae:PA5567;",NA,NA,"NP_254254.1;WP_003100248.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]","GO:0002098; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0030488; GO:0046872",NA,"","GO:0002098 GO:0003924 GO:0005525 GO:0005737 GO:0005829 GO:0030488 GO:0046872"
"58","P11221","OPRI_PSEAE","reviewed","Major outer membrane lipoprotein (Outer membrane lipoprotein I)","oprI PA2853","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",83,"","879851;","pae:PA2853;",NA,NA,"NP_251543.1;WP_003090944.1;",NA,"cell outer membrane [GO:0009279]; outer membrane [GO:0019867]","GO:0009279; GO:0019867",NA,"","GO:0009279 GO:0019867"
"59","Q51487","OPRM_PSEAE","reviewed","Outer membrane protein OprM","oprM oprK PA0427","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",485,"","877851;","pae:PA0427;",NA,NA,"NP_249118.1;WP_003084633.1;",NA,"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; drug transmembrane transporter activity [GO:0015238]; efflux transmembrane transporter activity [GO:0015562]; response to antibiotic [GO:0046677]","GO:0009279; GO:0015238; GO:0015562; GO:0016021; GO:0046677",NA,"","GO:0009279 GO:0015238 GO:0015562 GO:0016021 GO:0046677"
"60","Q01610","OPRR_PSEAE","reviewed","Putative transcriptional regulator","PA2220","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",306,"","879199;","pae:PA2220;",NA,NA,"NP_250910.1;WP_003113707.1;",NA,"DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription, DNA-templated [GO:0006351]","GO:0003700; GO:0006351; GO:0043565",NA,"","GO:0003700 GO:0006351 GO:0043565"
"61","Q9HUH5","MTDTR_PSEAE","reviewed","Multidrug transporter PA4990","PA4990","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",110,"","880147;","pae:PA4990;",NA,NA,"NP_253677.1;WP_003095735.1;",NA,"integral component of plasma membrane [GO:0005887]; amino-acid betaine transmembrane transporter activity [GO:0015199]; antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; transmembrane transporter activity [GO:0022857]; choline transport [GO:0015871]; glycine betaine transport [GO:0031460]; transmembrane transport [GO:0055085]","GO:0005887; GO:0015199; GO:0015220; GO:0015297; GO:0015871; GO:0022857; GO:0031460; GO:0055085",NA,"","GO:0005887 GO:0015199 GO:0015220 GO:0015297 GO:0015871 GO:0022857 GO:0031460 GO:0055085"
"62","Q9HZ62","MUPP_PSEAE","reviewed","N-acetylmuramic acid 6-phosphate phosphatase (MurNAc 6-phosphate phosphatase) (MurNAc-6P phosphatase) (EC 3.1.3.105)","mupP PA3172","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",226,"3.1.3.105","882632;","pae:PA3172;",NA,NA,"NP_251862.1;WP_010895650.1;",NA,"cytosol [GO:0005829]; metal ion binding [GO:0046872]; phosphoglycolate phosphatase activity [GO:0008967]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; DNA repair [GO:0006281]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan turnover [GO:0009254]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]","GO:0005829; GO:0005975; GO:0006281; GO:0008360; GO:0008967; GO:0009252; GO:0009254; GO:0016311; GO:0046677; GO:0046872; GO:0071555",NA,"","GO:0005829 GO:0005975 GO:0006281 GO:0008360 GO:0008967 GO:0009252 GO:0009254 GO:0016311 GO:0046677 GO:0046872 GO:0071555"
"63","Q9HVW7","MURA_PSEAE","reviewed","UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)","murA PA4450","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",421,"2.5.1.7","880969;","pae:PA4450;",NA,NA,"NP_253140.1;WP_003094332.1;",NA,"cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]","GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555",NA,"","GO:0005737 GO:0007049 GO:0008360 GO:0008760 GO:0009252 GO:0019277 GO:0051301 GO:0071555"
